english	translation	category	sub_category	source
The wall has some scratches on it, along with a strange substance.		examine	object	Wall
It could do with reinforcing.		examine	object	Wall
It's been reinforced.		examine	object	Wall
Something strange is happening to it.		examine	object	Corpse
Caerula berries are growing here.		examine	object	Caerula bush
It doesn't look quite as healthy as the others.		examine	object	Potted fan
It's been filled with sand.		examine	object	Plant pot
Dug out with an empty beer glass?		examine	object	Hole
Suspicious...		examine	object	Hole
A barrel for storing liquids.		examine	object	Barrel
The flames have been extinguished, revealing a hidden lever.		examine	object	Fireplace
Nice and hot.		examine	object	Fireplace
A closed window.		examine	object	Window
The way down to the basement.		examine	object	Trapdoor
Looks to be an unfinished painting... with a slight draft coming from either side of it.		examine	object	Painting
Looks to be hiding a secret passage.		examine	object	Painting
For walking through walls.		examine	object	Door
For storing food and drink		examine	object	Barrel
A sturdy table		examine	object	Table
Dare to delve deeper?		examine	object	Entrance
Leads to something dangerous...		examine	object	Entrance
This strange marking seems to pulse with a powerful magic.		examine	object	Glowing symbol
An ancient device built by the Old Ones.		examine	object	Keystone
An ancient device built by the Old Ones. Unfortunately, this one is broken.		examine	object	Broken keystone
Big and fancy.		examine	object	Door
Big and imposing.		examine	object	Door
A way to the surface.		examine	object	Lift Platform
A tile with a symbol of the sun on it.		examine	object	Strange Tile
A tile with a symbol of the moon on it.		examine	object	Strange Tile
A teleportation spell.		examine	object	Teleport spell
Looks ancient.		examine	object	Statue
An old statue that seems to represent the sun.		examine	object	Sun Statue
It's all smashed.		examine	object	Broken urn
An old statue that seems to represent the moon.		examine	object	Moon Statue
Rooted in place.		examine	object	Tree roots
A very old pile of tools.		examine	object	Old tools
A pressure plate of some kind.		examine	object	Northern platform
A very old brazier with a magical flame burning within it.		examine	object	Brazier
Try not to slip!		examine	object	Stepping stone
It might be possible to walk across it.		examine	object	Log balance
A sun symbol is carved into the stone.		examine	object	Pressure plate
A moon symbol is carved into the stone.		examine	object	Pressure plate
A root that is seeping demon tears.		examine	object	Infected root
An odd looking root.		examine	object	Strange root
A pile of wooden planks.		examine	object	Plank pile
A stack of bricks.		examine	object	Stack of bricks
They've been chipped.		examine	object	Bricks
The translucent remains of some critters.		examine	object	Carcasses
Don't fall.		examine	object	Ledge
A collection of rather large chicken eggs.		examine	object	Eggs
A collection of dragon eggs.		examine	object	Eggs
A collection of eggs, supposedly from a jaguar.		examine	object	Eggs
A fragrant shrub.		examine	object	Damiana
Normally used for sharpening blades, but it's unfortunately broken.		examine	object	Broken whetstone
Doesn't look very roadworthy.		examine	object	Damaged cart
A beautiful cacao tree!		examine	object	Cacao tree
A buzzing beehive!		examine	object	Beehive
They're making chocolate!		examine	object	Chocolate Vat
How good is your aim?		examine	object	Archery target
A banner emblazoned with the symbol of the Dwarves of Cam Torum.		examine	object	Banner
That's one mighty seat!		examine	object	Throne
To save myself from a long walk round a tall mountain.		examine	object	Rocks
A tunnel under the ground.		examine	object	Tunnel
With skill, someone could probably climb this.		examine	object	Broken wall
A carving of a woodland spirit.		examine	object	Greenman carving
A statue of a woodland spirit.		examine	object	Greenman statue
A good place to build a totem.		examine	object	Totem site
A totem made from oak.		examine	object	Oak totem
A totem made from willow.		examine	object	Willow totem
A totem made from maple.		examine	object	Maple totem
A totem made from yew.		examine	object	Yew totem
A totem made from magic wood.		examine	object	Magic totem
A totem made from redwood.		examine	object	Redwood totem
A place for ents to leave offerings.		examine	object	Offering site
A pile of offerings to the totem builder.		examine	object	Offerings
A shrine to leave offerings to the spirits.		examine	object	Spirit offerings
A totem.		examine	object	Buffalo totem
An outstandingly beautiful log.		examine	object	Beautiful log
An outstandingly beautiful tree stump.		examine	object	Beautiful tree stump
An outstandingly beautiful rock.		examine	object	Beautiful rock
An enchanted patch of foliage left by a passing ent.		examine	object	Ent trail
The joyful spawn of an ent.		examine	object	Entling
Nature's shelf.		examine	object	Mushroom
A sturdy barrel repurposed for storing various staffs.		examine	object	Barrel
Looks like a wooden arch to me.		examine	object	Henge
Freshly prepared logs.		examine	object	Logs
Freshly chopped up slices.		examine	object	Redwood slices
A stack of chopped down trees.		examine	object	Chopped trees
Planks ready for transport!		examine	object	Lumber transport
Freshly prepared planks.		examine	object	Planks
Bark debris.		examine	object	Debris
Dusty!		examine	object	Sawdust
Not to be confused with a saw unicorn.		examine	object	Sawhorse
A single solitary gravestone.		examine	object	Gravestone
A memorial to all in the Auburn Valley who died in the War of Betrayal.		examine	object	Memorial
A sturdy barrel used for storing various things.		examine	object	Barrel
Looks to have been knocked over in haste.		examine	object	Potted fan
Large growing roots.		examine	object	Large roots
Growing roots.		examine	object	Large roots
Flowering roots.		examine	object	Roots
Almost flowering roots.		examine	object	Roots
I wonder how long they've been there.		examine	object	Skeleton
Such a shame.		examine	object	Skeleton
A pub sign.		examine	object	Sign
A defence against deadly threats.		examine	object	Portcullis
Must be some kind of molecular acid...		examine	object	Acid blood
Rubble.		examine	object	Rubble
Take the leap.		examine	object	Gap
The remains of someone who came before.		examine	object	Remains
A small boat for transporting various goods.		examine	object	Small boat
A basket for carrying produce.		examine	object	Produce basket
Baskets for carrying produce.		examine	object	Produce basket
A basket of cocoa.		examine	object	Cocoa basket
A basket of corn.		examine	object	Corn basket
Shelves full of herblore equipment.		examine	object	Shelves
These huge stone discs grind corn to make cornflour.		examine	object	Mill
It seems to have an occupant.		examine	object	Vase
Praise the sun.		examine	object	Altar
Sturdy.		examine	object	Table
A place to pay respects.		examine	object	Shrine
A well-decorated fountain with carvings of a snake and an eagle.		examine	object	Fountain
A pair of hanging pots used for various purposes.		examine	object	Hanging pots
A hanging ornament.		examine	object	Hanging pots
Lots of reeds.		examine	object	Stack of reeds
A rolled up rug.		examine	object	Rug
Someone's making a rug out of reeds.		examine	object	Half-made rug
Used for some sort of sport.		examine	object	Hoop
Not much left of it.		examine	object	Tree stump
A large tree root.		examine	object	Tree root
A rock found in tropical areas.		examine	object	Rock
Plants found in tropical areas.		examine	object	Plants
Fragrant flowers.		examine	object	Orange hibiscus
A perfect insect trap.		examine	object	Pitcher plant
Where to next?		examine	object	Signpost
Vibrant post.		examine	object	Post
A perfect perch.		examine	object	Post
What a mossy mess!		examine	object	Overgrown pillar
How unusual.		examine	object	Strange statue
A colorful spread of various fruits, fresh orange juice, and a nojito!		examine	object	Picnic
Very nice.		examine	object	Flowers
I wonder where this could lead to...		examine	object	Cave
Some people are just here for this zipline. Don't be too rough on the rope.		examine	object	Zip line
It must have fallen from above.		examine	object	Spike
A zip line.		examine	object	Zip line
It looks solidly attached to the wall. Should I risk climbing it?		examine	object	Ivy
This window is broken. Someone's been trying to get out!		examine	object	Broken window
This window is broken. Someone's been trying to get in!		examine	object	Broken window
There's no way to cross this bridge... Yet.		examine	object	Bridge
There's no way to cross this bridge... Without jumping!		examine	object	Bridge
This should make the bridge a lot sturdier.		examine	object	Bridge support
Scares crows less as time goes on.		examine	object	Scarecrow
What a... lovely... painting.		examine	object	Spooky picture
Death just calls it a wall lamp.		examine	object	Spooky wall lamp
An iconic entrance into the world of Gielinor.		examine	object	Icon of the Flames of Lloigh-enn
Probably a licensed establishment.		examine	object	Barracuda's Bounty
Exotic furs from across the seas.		examine	object	Fur stall
Precious stones from exotic lands.		examine	object	Gem stall
Smells bloody delicious.		examine	object	Baker's stall
Amazing how these survive the heat.		examine	object	Plant
Bold and spiky. A tropical star of the show!		examine	object	Plant
Small but mighty. A delicate reminder to stop and take a breath.		examine	object	Plant
The leaves have a rich colour.		examine	object	Tropical tree
Plucked and planted by the Gryphons.		examine	object	Tropical palm
An enriching coral bed.		examine	object	Planter
A cozy tent.		examine	object	Tent
A homely chair.		examine	object	Chair
It's just the perfect size.		examine	object	Table
Plenty of space!		examine	object	Wheelbarrow
Sweet dreams.		examine	object	Bed
Filled with sand.		examine	object	Sand storage
A stack of planks.		examine	object	Planks
